query_id	accession	family	region	batch	record	query_length	family_supported_bp_core_region	core_region_family_coverage	family_supported_weighted_pident	top_contributing_reference	top_reference_supported_bp	top_reference_query_fraction	top_reference_weighted_pident	n_references_hit	n_hsps_total
NZ_CP027380.1|PICI|R2|core|batch=004|record=NZ_CP027380.1_Escherichia_coli_strain_2013C-3250_chromosome__complete_genome|start=375319|end=390001|strand=mixed	NZ_CP027380.1	PICI	R2	004	NZ_CP027380.1_Escherichia_coli_strain_2013C-3250_chromosome__complete_genome	14683	6000	0.4086	87.349	CP018948.1_1961620_1972242	5300	0.361	89.204	10	52
NZ_CP027380.1|PICI|R3|core|batch=004|record=NZ_CP027380.1_Escherichia_coli_strain_2013C-3250_chromosome__complete_genome|start=785828|end=789022|strand=mixed	NZ_CP027380.1	PICI	R3	004	NZ_CP027380.1_Escherichia_coli_strain_2013C-3250_chromosome__complete_genome	3195	3195	1.0	99.253	CP057584.1_1088918_1103260	3195	1.0	99.499	2	2
NZ_CP027380.1|PICI|R4|core|batch=004|record=NZ_CP027380.1_Escherichia_coli_strain_2013C-3250_chromosome__complete_genome|start=1569356|end=1577206|strand=mixed	NZ_CP027380.1	PICI	R4	004	NZ_CP027380.1_Escherichia_coli_strain_2013C-3250_chromosome__complete_genome	7851	7851	1.0	91.227	AP010960.1_2855234_2864550	7851	1.0	99.676	10	37
NZ_CP027390.1|PICI|R2|core|batch=004|record=NZ_CP027390.1_Escherichia_coli_strain_2015C-4944_chromosome__complete_genome|start=1425321|end=1435100|strand=mixed	NZ_CP027390.1	PICI	R2	004	NZ_CP027390.1_Escherichia_coli_strain_2015C-4944_chromosome__complete_genome	9780	9780	1.0	92.608	NC_017656.1_1438155_1449376	9182	0.9389	97.235	10	44
NZ_CP027390.1|PICI|R3|core|batch=004|record=NZ_CP027390.1_Escherichia_coli_strain_2015C-4944_chromosome__complete_genome|start=2231782|end=2246727|strand=mixed	NZ_CP027390.1	PICI	R3	004	NZ_CP027390.1_Escherichia_coli_strain_2015C-4944_chromosome__complete_genome	14946	184	0.0123	90.211	AE014075.1_1377749_1389210	184	0.0123	88.936	10	16
NZ_CP027390.1|PICI|R4|core|batch=004|record=NZ_CP027390.1_Escherichia_coli_strain_2015C-4944_chromosome__complete_genome|start=5082323|end=5085518|strand=mixed	NZ_CP027390.1	PICI	R4	004	NZ_CP027390.1_Escherichia_coli_strain_2015C-4944_chromosome__complete_genome	3196	3196	1.0	99.253	CP057584.1_1088918_1103260	3196	1.0	99.499	2	2
NZ_CP027390.1|PICI|R7|core|batch=004|record=NZ_CP027390.1_Escherichia_coli_strain_2015C-4944_chromosome__complete_genome|start=125880|end=132983|strand=mixed	NZ_CP027390.1	PICI	R7	004	NZ_CP027390.1_Escherichia_coli_strain_2015C-4944_chromosome__complete_genome	7104	7104	1.0	93.884	AP010953.1_3041660_3050231	7104	1.0	99.986	10	34
NZ_CP027390.1|PICI|R8|core|batch=004|record=NZ_CP027390.1_Escherichia_coli_strain_2015C-4944_chromosome__complete_genome|start=887833|end=893247|strand=mixed	NZ_CP027390.1	PICI	R8	004	NZ_CP027390.1_Escherichia_coli_strain_2015C-4944_chromosome__complete_genome	5415	5415	1.0	87.384	CP018948.1_1961620_1972242	4297	0.7935	87.043	10	26
NZ_CP027442.1|PICI|R1|core|batch=004|record=NZ_CP027442.1_Escherichia_coli_strain_2013C-3252_chromosome__complete_genome|start=5161407|end=5175970|strand=mixed	NZ_CP027442.1	PICI	R1	004	NZ_CP027442.1_Escherichia_coli_strain_2013C-3252_chromosome__complete_genome	14564	192	0.0132	89.931	AE014075.1_1377749_1389210	192	0.0132	88.163	10	16
NZ_CP027442.1|PICI|R2|core|batch=004|record=NZ_CP027442.1_Escherichia_coli_strain_2013C-3252_chromosome__complete_genome|start=368443|end=378222|strand=mixed	NZ_CP027442.1	PICI	R2	004	NZ_CP027442.1_Escherichia_coli_strain_2013C-3252_chromosome__complete_genome	9780	9780	1.0	92.618	NC_017656.1_1438155_1449376	9182	0.9389	97.257	10	44
NZ_CP027442.1|PICI|R4|core|batch=004|record=NZ_CP027442.1_Escherichia_coli_strain_2013C-3252_chromosome__complete_genome|start=2310959|end=2314153|strand=mixed	NZ_CP027442.1	PICI	R4	004	NZ_CP027442.1_Escherichia_coli_strain_2013C-3252_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.531	2	2
NZ_CP027442.1|PICI|R5|core|batch=004|record=NZ_CP027442.1_Escherichia_coli_strain_2013C-3252_chromosome__complete_genome|start=731904|end=737319|strand=mixed	NZ_CP027442.1	PICI	R5	004	NZ_CP027442.1_Escherichia_coli_strain_2013C-3252_chromosome__complete_genome	5416	5416	1.0	87.396	CP018948.1_1961620_1972242	4297	0.7934	87.043	10	26
NZ_CP027442.1|PICI|R6|core|batch=004|record=NZ_CP027442.1_Escherichia_coli_strain_2013C-3252_chromosome__complete_genome|start=1524704|end=1531807|strand=mixed	NZ_CP027442.1	PICI	R6	004	NZ_CP027442.1_Escherichia_coli_strain_2013C-3252_chromosome__complete_genome	7104	7104	1.0	93.884	AP010953.1_3041660_3050231	7104	1.0	99.986	10	34
NZ_CP027472.1|PICI|R1|core|batch=004|record=NZ_CP027472.1_Escherichia_coli_strain_2014C-3050_chromosome__complete_genome|start=2603771|end=2618324|strand=mixed	NZ_CP027472.1	PICI	R1	004	NZ_CP027472.1_Escherichia_coli_strain_2014C-3050_chromosome__complete_genome	14554	192	0.0132	89.931	AE014075.1_1377749_1389210	192	0.0132	88.163	10	16
NZ_CP027472.1|PICI|R3|core|batch=004|record=NZ_CP027472.1_Escherichia_coli_strain_2014C-3050_chromosome__complete_genome|start=5482620|end=5485814|strand=mixed	NZ_CP027472.1	PICI	R3	004	NZ_CP027472.1_Escherichia_coli_strain_2014C-3050_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.531	2	2
NZ_CP027472.1|PICI|R4|core|batch=004|record=NZ_CP027472.1_Escherichia_coli_strain_2014C-3050_chromosome__complete_genome|start=512614|end=519787|strand=mixed	NZ_CP027472.1	PICI	R4	004	NZ_CP027472.1_Escherichia_coli_strain_2014C-3050_chromosome__complete_genome	7174	7174	1.0	91.259	AP010960.1_2855234_2864550	7174	1.0	99.766	10	27
NZ_CP027573.1|PICI|R1|core|batch=004|record=NZ_CP027573.1_Escherichia_coli_strain_2013C-4081_chromosome__complete_genome|start=3898081|end=3912576|strand=mixed	NZ_CP027573.1	PICI	R1	004	NZ_CP027573.1_Escherichia_coli_strain_2013C-4081_chromosome__complete_genome	14496	6930	0.4781	86.957	CP018948.1_1961620_1972242	4429	0.3055	89.945	10	33
NZ_CP027573.1|PICI|R2|core|batch=004|record=NZ_CP027573.1_Escherichia_coli_strain_2013C-4081_chromosome__complete_genome|start=3903496|end=3918223|strand=mixed	NZ_CP027573.1	PICI	R2	004	NZ_CP027573.1_Escherichia_coli_strain_2013C-4081_chromosome__complete_genome	14728	7755	0.5265	86.918	CP018948.1_1961620_1972242	5269	0.3578	89.476	10	52
NZ_CP027573.1|PICI|R3|core|batch=004|record=NZ_CP027573.1_Escherichia_coli_strain_2013C-4081_chromosome__complete_genome|start=4315394|end=4318588|strand=mixed	NZ_CP027573.1	PICI	R3	004	NZ_CP027573.1_Escherichia_coli_strain_2013C-4081_chromosome__complete_genome	3195	3195	1.0	99.253	CP057584.1_1088918_1103260	3195	1.0	99.499	2	2
NZ_CP027573.1|PICI|R5|core|batch=004|record=NZ_CP027573.1_Escherichia_coli_strain_2013C-4081_chromosome__complete_genome|start=4996594|end=5004444|strand=mixed	NZ_CP027573.1	PICI	R5	004	NZ_CP027573.1_Escherichia_coli_strain_2013C-4081_chromosome__complete_genome	7851	7851	1.0	91.248	AP010960.1_2855234_2864550	7851	1.0	99.688	10	37
NZ_CP028756.1|PICI|R1|core|batch=004|record=NZ_CP028756.1_Escherichia_coli_strain_A19_chromosome__complete_genome|start=1120498|end=1124615|strand=mixed	NZ_CP028756.1	PICI	R1	004	NZ_CP028756.1_Escherichia_coli_strain_A19_chromosome__complete_genome	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CP029242.1|PICI|R1|core|batch=004|record=NZ_CP029242.1_Escherichia_coli_strain_ECCRA-119_chromosome__complete_genome|start=1087055|end=1090249|strand=mixed	NZ_CP029242.1	PICI	R1	004	NZ_CP029242.1_Escherichia_coli_strain_ECCRA-119_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.718	2	2
NZ_CP030152.1|PICI|R1|core|batch=004|record=NZ_CP030152.1_Escherichia_coli_strain_JSMCR1_chromosome__complete_genome|start=1046410|end=1049605|strand=mixed	NZ_CP030152.1	PICI	R1	004	NZ_CP030152.1_Escherichia_coli_strain_JSMCR1_chromosome__complete_genome	3196	3196	1.0	99.381	CP057584.1_1088918_1103260	3196	1.0	98.874	2	2
NZ_CP042588.1|PICI|R1|core|batch=004|record=NZ_CP042588.1_Escherichia_coli_strain_PK6_chromosome__complete_genome|start=999738|end=1004371|strand=mixed	NZ_CP042588.1	PICI	R1	004	NZ_CP042588.1_Escherichia_coli_strain_PK6_chromosome__complete_genome	4634	3208	0.6923	99.446	CP057584.1_1088918_1103260	3208	0.6923	98.941	2	4
NZ_CP049852.1|PICI|R2|core|batch=004|record=NZ_CP049852.1_Escherichia_coli_strain_UPEC-774U_190308_chromosome__complete_genome|start=3642633|end=3648400|strand=mixed	NZ_CP049852.1	PICI	R2	004	NZ_CP049852.1_Escherichia_coli_strain_UPEC-774U_190308_chromosome__complete_genome	5768	2933	0.5085	95.874	CP057584.1_1088918_1103260	2933	0.5085	95.842	2	4
NZ_CP054169.1|PICI|R1|core|batch=004|record=NZ_CP054169.1_Escherichia_coli_strain_STO_Bone1B_chromosome__complete_genome|start=3251432|end=3255549|strand=mixed	NZ_CP054169.1	PICI	R1	004	NZ_CP054169.1_Escherichia_coli_strain_STO_Bone1B_chromosome__complete_genome	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CP058897.1|PICI|R2|core|batch=004|record=NZ_CP058897.1_Escherichia_coli_strain_MS10858_chromosome__complete_genome|start=2944094|end=2949861|strand=mixed	NZ_CP058897.1	PICI	R2	004	NZ_CP058897.1_Escherichia_coli_strain_MS10858_chromosome__complete_genome	5768	2933	0.5085	95.874	CP057584.1_1088918_1103260	2933	0.5085	95.842	2	4
NZ_CP058917.1|PICI|R2|core|batch=004|record=NZ_CP058917.1_Escherichia_coli_strain_MS8324_chromosome__complete_genome|start=2948234|end=2954001|strand=mixed	NZ_CP058917.1	PICI	R2	004	NZ_CP058917.1_Escherichia_coli_strain_MS8324_chromosome__complete_genome	5768	2933	0.5085	95.874	CP057584.1_1088918_1103260	2933	0.5085	95.842	2	4
NZ_CP058922.1|PICI|R2|core|batch=004|record=NZ_CP058922.1_Escherichia_coli_strain_MS10711_chromosome__complete_genome|start=2948366|end=2954133|strand=mixed	NZ_CP058922.1	PICI	R2	004	NZ_CP058922.1_Escherichia_coli_strain_MS10711_chromosome__complete_genome	5768	2933	0.5085	95.874	CP057584.1_1088918_1103260	2933	0.5085	95.842	2	4
NZ_CP059332.1|PICI|R1|core|batch=004|record=NZ_CP059332.1_Escherichia_coli_strain_MS10860_chromosome__complete_genome|start=2995533|end=3001300|strand=mixed	NZ_CP059332.1	PICI	R1	004	NZ_CP059332.1_Escherichia_coli_strain_MS10860_chromosome__complete_genome	5768	2933	0.5085	95.874	CP057584.1_1088918_1103260	2933	0.5085	95.842	2	4
NZ_CP059339.1|PICI|R2|core|batch=004|record=NZ_CP059339.1_Escherichia_coli_strain_MS8320_chromosome__complete_genome|start=2963792|end=2969559|strand=mixed	NZ_CP059339.1	PICI	R2	004	NZ_CP059339.1_Escherichia_coli_strain_MS8320_chromosome__complete_genome	5768	2933	0.5085	95.874	CP057584.1_1088918_1103260	2933	0.5085	95.842	2	4
NZ_CP073924.1|PICI|R1|core|batch=004|record=NZ_CP073924.1_Escherichia_coli_strain_MB165_chromosome__complete_genome|start=1078744|end=1081938|strand=mixed	NZ_CP073924.1	PICI	R1	004	NZ_CP073924.1_Escherichia_coli_strain_MB165_chromosome__complete_genome	3195	3195	1.0	99.317	CP057584.1_1088918_1103260	3195	1.0	99.75	2	2
NZ_CP073949.1|PICI|R1|core|batch=004|record=NZ_CP073949.1_Escherichia_coli_strain_MB50_chromosome__complete_genome|start=963164|end=966358|strand=mixed	NZ_CP073949.1	PICI	R1	004	NZ_CP073949.1_Escherichia_coli_strain_MB50_chromosome__complete_genome	3195	3195	1.0	99.349	CP057584.1_1088918_1103260	3195	1.0	98.842	2	2
NZ_CP073953.1|PICI|R1|core|batch=004|record=NZ_CP073953.1_Escherichia_coli_strain_MB49_chromosome__complete_genome|start=1017654|end=1021771|strand=mixed	NZ_CP073953.1	PICI	R1	004	NZ_CP073953.1_Escherichia_coli_strain_MB49_chromosome__complete_genome	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CP073984.1|PICI|R1|core|batch=004|record=NZ_CP073984.1_Escherichia_coli_strain_MB15_chromosome__complete_genome|start=1025628|end=1029745|strand=mixed	NZ_CP073984.1	PICI	R1	004	NZ_CP073984.1_Escherichia_coli_strain_MB15_chromosome__complete_genome	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CP074019.1|PICI|R1|core|batch=004|record=NZ_CP074019.1_Escherichia_coli_strain_PM22_chromosome__complete_genome|start=3538781|end=3541975|strand=mixed	NZ_CP074019.1	PICI	R1	004	NZ_CP074019.1_Escherichia_coli_strain_PM22_chromosome__complete_genome	3195	3195	1.0	99.412	CP057584.1_1088918_1103260	3195	1.0	99.812	2	2
NZ_CP074028.1|PICI|R1|core|batch=004|record=NZ_CP074028.1_Escherichia_coli_strain_PK13_chromosome__complete_genome|start=891242|end=903292|strand=mixed	NZ_CP074028.1	PICI	R1	004	NZ_CP074028.1_Escherichia_coli_strain_PK13_chromosome__complete_genome	12051	2737	0.2271	91.167	CP002212.1_249047_259688	2548	0.2114	97.686	10	30
NZ_CP074028.1|PICI|R2|core|batch=004|record=NZ_CP074028.1_Escherichia_coli_strain_PK13_chromosome__complete_genome|start=899628|end=908860|strand=mixed	NZ_CP074028.1	PICI	R2	004	NZ_CP074028.1_Escherichia_coli_strain_PK13_chromosome__complete_genome	9233	7296	0.7902	87.97	CP002212.1_249047_259688	7204	0.7802	99.139	10	40
NZ_CP074028.1|PICI|R4|core|batch=004|record=NZ_CP074028.1_Escherichia_coli_strain_PK13_chromosome__complete_genome|start=4043588|end=4047705|strand=mixed	NZ_CP074028.1	PICI	R4	004	NZ_CP074028.1_Escherichia_coli_strain_PK13_chromosome__complete_genome	4118	2187	0.5311	97.898	CP057584.1_1088918_1103260	2187	0.5311	97.67	2	4
NZ_CP074042.1|PICI|R1|core|batch=004|record=NZ_CP074042.1_Escherichia_coli_strain_PI6_chromosome__complete_genome|start=1011192|end=1015825|strand=mixed	NZ_CP074042.1	PICI	R1	004	NZ_CP074042.1_Escherichia_coli_strain_PI6_chromosome__complete_genome	4634	3208	0.6923	99.224	CP057584.1_1088918_1103260	3208	0.6923	99.439	2	4
NZ_CP075852.1|PICI|R2|core|batch=004|record=NZ_CP075852.1_Escherichia_coli_strain_S19-651_chromosome__complete_genome|start=3915587|end=3918781|strand=mixed	NZ_CP075852.1	PICI	R2	004	NZ_CP075852.1_Escherichia_coli_strain_S19-651_chromosome__complete_genome	3195	3195	1.0	99.253	CP057584.1_1088918_1103260	3195	1.0	99.437	2	2
NZ_CP075852.1|PICI|R3|core|batch=004|record=NZ_CP075852.1_Escherichia_coli_strain_S19-651_chromosome__complete_genome|start=5086017|end=5095176|strand=1	NZ_CP075852.1	PICI	R3	004	NZ_CP075852.1_Escherichia_coli_strain_S19-651_chromosome__complete_genome	9160	6732	0.7349	91.508	AE014075.1_1377749_1389210	6418	0.7007	93.261	10	45
NZ_CP075852.1|PICI|R4|core|batch=004|record=NZ_CP075852.1_Escherichia_coli_strain_S19-651_chromosome__complete_genome|start=2670340|end=2676669|strand=mixed	NZ_CP075852.1	PICI	R4	004	NZ_CP075852.1_Escherichia_coli_strain_S19-651_chromosome__complete_genome	6330	6330	1.0	92.369	AAMJ02000027.1_22790_33855	5276	0.8335	94.379	10	28
NZ_CP076272.1|PICI|R2|core|batch=004|record=NZ_CP076272.1_Escherichia_coli_strain_E21845_O_A_chromosome__complete_genome|start=3193616|end=3196810|strand=mixed	NZ_CP076272.1	PICI	R2	004	NZ_CP076272.1_Escherichia_coli_strain_E21845_O_A_chromosome__complete_genome	3195	3195	1.0	99.412	CP057584.1_1088918_1103260	3195	1.0	99.812	2	2
NZ_CP076274.1|PICI|R1|core|batch=004|record=NZ_CP076274.1_Escherichia_coli_strain_P393-F10_chromosome__complete_genome|start=3139905|end=3144022|strand=mixed	NZ_CP076274.1	PICI	R1	004	NZ_CP076274.1_Escherichia_coli_strain_P393-F10_chromosome__complete_genome	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CP077649.1|PICI|R1|core|batch=004|record=NZ_CP077649.1_Escherichia_coli_strain_ST865_chromosome__complete_genome|start=3526830|end=3531464|strand=mixed	NZ_CP077649.1	PICI	R1	004	NZ_CP077649.1_Escherichia_coli_strain_ST865_chromosome__complete_genome	4635	3209	0.6923	99.414	CP057584.1_1088918_1103260	3209	0.6923	99.813	2	4
NZ_CP078137.1|PICI|R1|core|batch=004|record=NZ_CP078137.1_Escherichia_coli_strain_Sx181-0-1_chromosome__complete_genome|start=450801|end=453995|strand=mixed	NZ_CP078137.1	PICI	R1	004	NZ_CP078137.1_Escherichia_coli_strain_Sx181-0-1_chromosome__complete_genome	3195	3195	1.0	99.349	CP057584.1_1088918_1103260	3195	1.0	99.656	2	2
NZ_CP079735.1|PICI|R1|core|batch=004|record=NZ_CP079735.1_Escherichia_coli_strain_GB2005_chromosome__complete_genome|start=2594361|end=2604935|strand=mixed	NZ_CP079735.1	PICI	R1	004	NZ_CP079735.1_Escherichia_coli_strain_GB2005_chromosome__complete_genome	10575	80	0.0076	84.27	AAMJ02000027.1_22790_33855	80	0.0076	82.716	5	5
NZ_CP079735.1|PICI|R2|core|batch=004|record=NZ_CP079735.1_Escherichia_coli_strain_GB2005_chromosome__complete_genome|start=987618|end=990812|strand=mixed	NZ_CP079735.1	PICI	R2	004	NZ_CP079735.1_Escherichia_coli_strain_GB2005_chromosome__complete_genome	3195	3195	1.0	99.444	CP057584.1_1088918_1103260	3195	1.0	98.936	2	2
NZ_CP079736.1|PICI|R1|core|batch=004|record=NZ_CP079736.1_Escherichia_coli_strain_GB2005-delet-a-f_chromosome__complete_genome|start=2595183|end=2605757|strand=mixed	NZ_CP079736.1	PICI	R1	004	NZ_CP079736.1_Escherichia_coli_strain_GB2005-delet-a-f_chromosome__complete_genome	10575	80	0.0076	84.27	AAMJ02000027.1_22790_33855	80	0.0076	82.716	5	5
NZ_CP079736.1|PICI|R2|core|batch=004|record=NZ_CP079736.1_Escherichia_coli_strain_GB2005-delet-a-f_chromosome__complete_genome|start=987622|end=990816|strand=mixed	NZ_CP079736.1	PICI	R2	004	NZ_CP079736.1_Escherichia_coli_strain_GB2005-delet-a-f_chromosome__complete_genome	3195	3195	1.0	99.444	CP057584.1_1088918_1103260	3195	1.0	98.936	2	2
NZ_CP080253.1|PICI|R1|core|batch=004|record=NZ_CP080253.1_Escherichia_coli_strain_PC6_chromosome__complete_genome|start=984904|end=988098|strand=mixed	NZ_CP080253.1	PICI	R1	004	NZ_CP080253.1_Escherichia_coli_strain_PC6_chromosome__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CP082100.1|PICI|R1|core|batch=004|record=NZ_CP082100.1_Escherichia_coli_strain_MS15047_chromosome__complete_genome|start=3086402|end=3089597|strand=mixed	NZ_CP082100.1	PICI	R1	004	NZ_CP082100.1_Escherichia_coli_strain_MS15047_chromosome__complete_genome	3196	3196	1.0	99.412	CP057584.1_1088918_1103260	3196	1.0	98.905	2	2
NZ_CP097198.1|PICI|R1|core|batch=004|record=NZ_CP097198.1_Escherichia_coli_strain_2-1_chromosome__complete_genome|start=4753227|end=4757860|strand=mixed	NZ_CP097198.1	PICI	R1	004	NZ_CP097198.1_Escherichia_coli_strain_2-1_chromosome__complete_genome	4634	3208	0.6923	99.288	CP057584.1_1088918_1103260	3208	0.6923	99.501	2	4
NZ_CP097213.1|PICI|R1|core|batch=004|record=NZ_CP097213.1_Escherichia_coli_strain_BE311_chromosome__complete_genome|start=1094650|end=1097844|strand=mixed	NZ_CP097213.1	PICI	R1	004	NZ_CP097213.1_Escherichia_coli_strain_BE311_chromosome__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CP098838.1|PICI|R1|core|batch=004|record=NZ_CP098838.1_Escherichia_coli_strain_CUVET18-1530_chromosome__complete_genome|start=1108083|end=1111277|strand=mixed	NZ_CP098838.1	PICI	R1	004	NZ_CP098838.1_Escherichia_coli_strain_CUVET18-1530_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.092	2	2
NZ_CP098841.1|PICI|R1|core|batch=004|record=NZ_CP098841.1_Escherichia_coli_strain_CUVET18-1475_chromosome__complete_genome|start=3538101|end=3542734|strand=mixed	NZ_CP098841.1	PICI	R1	004	NZ_CP098841.1_Escherichia_coli_strain_CUVET18-1475_chromosome__complete_genome	4634	3208	0.6923	99.224	CP057584.1_1088918_1103260	3208	0.6923	99.439	2	4
NZ_CP098848.1|PICI|R1|core|batch=004|record=NZ_CP098848.1_Escherichia_coli_strain_CUVET21-424_chromosome__complete_genome|start=1036100|end=1040071|strand=mixed	NZ_CP098848.1	PICI	R1	004	NZ_CP098848.1_Escherichia_coli_strain_CUVET21-424_chromosome__complete_genome	3972	3217	0.8099	99.258	CP057584.1_1088918_1103260	3217	0.8099	98.757	2	4
NZ_CP098854.1|PICI|R1|core|batch=004|record=NZ_CP098854.1_Escherichia_coli_strain_CUVET21-147_chromosome__complete_genome|start=1050734|end=1053928|strand=mixed	NZ_CP098854.1	PICI	R1	004	NZ_CP098854.1_Escherichia_coli_strain_CUVET21-147_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.092	2	2
NZ_CP098858.1|PICI|R1|core|batch=004|record=NZ_CP098858.1_Escherichia_coli_strain_CUVET20-1573_chromosome__complete_genome|start=1049653|end=1052847|strand=mixed	NZ_CP098858.1	PICI	R1	004	NZ_CP098858.1_Escherichia_coli_strain_CUVET20-1573_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.092	2	2
NZ_CP098870.1|PICI|R1|core|batch=004|record=NZ_CP098870.1_Escherichia_coli_strain_CUVET20-416_chromosome__complete_genome|start=1051202|end=1054397|strand=mixed	NZ_CP098870.1	PICI	R1	004	NZ_CP098870.1_Escherichia_coli_strain_CUVET20-416_chromosome__complete_genome	3196	3196	1.0	97.506	CP057584.1_1088918_1103260	3196	1.0	97.497	2	2
NZ_CP098874.1|PICI|R1|core|batch=004|record=NZ_CP098874.1_Escherichia_coli_strain_CUVET19-2242_chromosome__complete_genome|start=1105081|end=1108275|strand=mixed	NZ_CP098874.1	PICI	R1	004	NZ_CP098874.1_Escherichia_coli_strain_CUVET19-2242_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.092	2	2
NZ_CP098886.1|PICI|R1|core|batch=004|record=NZ_CP098886.1_Escherichia_coli_strain_CUVET19-1969_chromosome__complete_genome|start=1105194|end=1108388|strand=mixed	NZ_CP098886.1	PICI	R1	004	NZ_CP098886.1_Escherichia_coli_strain_CUVET19-1969_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.092	2	2
NZ_CP098892.1|PICI|R1|core|batch=004|record=NZ_CP098892.1_Escherichia_coli_strain_CUVET19-1942_chromosome__complete_genome|start=1105194|end=1108388|strand=mixed	NZ_CP098892.1	PICI	R1	004	NZ_CP098892.1_Escherichia_coli_strain_CUVET19-1942_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.092	2	2
